,상가업소번호,상호명,상권업종대분류명,상권업종소분류명,지번주소,도로명주소
8606,MA010120220813842704,정철어학원고운캠퍼스,교육,입시·교과학원,세종특별자치시 세종특별자치시 고운동 1713,세종특별자치시 세종특별자치시 고운서길 10
8607,MA010120220813843225,신대풍감자탕,음식,국/탕/찌개류,세종특별자치시 세종특별자치시 금남면 용포리 70-4,세종특별자치시 세종특별자치시 금남면 용포로 46
8608,MA010120220813848357,만세곱창,음식,곱창 전골/구이,세종특별자치시 세종특별자치시 조치원읍 침산리 267-7,세종특별자치시 세종특별자치시 조치원읍 행복10길 11
8609,MA010120220813853023,엉클생고기,음식,소고기 구이/찜,세종특별자치시 세종특별자치시 아름동 1295,세종특별자치시 세종특별자치시 보듬3로 100
8610,MA010120220813853350,인디안가죽수제화,소매,신발 소매업,세종특별자치시 세종특별자치시 종촌동 673,세종특별자치시 세종특별자치시 도움1로 108
8611,MA010120220813849311,갱스화덕피자,음식,피자,세종특별자치시 세종특별자치시 조치원읍 상리 163-5,세종특별자치시 세종특별자치시 조치원읍 장안로 9
8612,MA010120220813849716,소울보이스코인노래연습장아름점,예술·스포츠,노래방,세종특별자치시 세종특별자치시 아름동 1292,세종특별자치시 세종특별자치시 보듬3로 92
8613,MA010120220813875400,옥스코인노래연습장,예술·스포츠,노래방,세종특별자치시 세종특별자치시 도담동 655,세종특별자치시 세종특별자치시 한누리대로 589
8614,MA010120220813888219,고민사진관,과학·기술,사진촬영업,세종특별자치시 세종특별자치시 보람동 760,세종특별자치시 세종특별자치시 남세종로 450
8615,MA010120220813875849,착한횟집,음식,횟집,세종특별자치시 세종특별자치시 보람동 751,세종특별자치시 세종특별자치시 호려울로 51
8616,MA010120220813884011,시앤피,과학·기술,공인노무사,세종특별자치시 세종특별자치시 나성동 767,세종특별자치시 세종특별자치시 국세청로 4
8617,MA010120220813884145,피자마루도램,음식,피자,세종특별자치시 세종특별자치시 어진동 664,세종특별자치시 세종특별자치시 가름로 170-14
8618,MA010120220813888317,세종냉면콩국수,음식,국수/칼국수,세종특별자치시 세종특별자치시 고운동 1376,세종특별자치시 세종특별자치시 마음로 272-11
8619,MA010120220813876173,모두헤어샵,수리·개인,미용실,세종특별자치시 세종특별자치시 전의면 읍내리 247-8,세종특별자치시 세종특별자치시 전의면 읍내길 8
8620,MA010120220813876550,송성골막창,음식,곱창 전골/구이,세종특별자치시 세종특별자치시 조치원읍 죽림리 100-4,세종특별자치시 세종특별자치시 조치원읍 죽림로 30
8621,MA010120220813880917,뱅크스크린,예술·스포츠,골프 연습장,세종특별자치시 세종특별자치시 어진동 686,세종특별자치시 세종특별자치시 한누리대로 350
8622,MA010120220813881129,해내다,과학·기술,경영 컨설팅업,세종특별자치시 세종특별자치시 나성동 747,세종특별자치시 세종특별자치시 한누리대로 245
8623,MA010120220813889627,스카이스크린골프,예술·스포츠,골프 연습장,세종특별자치시 세종특별자치시 조치원읍 죽림리 102,세종특별자치시 세종특별자치시 조치원읍 군청로 86
8624,MA010120220813885370,아름로또,예술·스포츠,복권 발행/판매업,세종특별자치시 세종특별자치시 아름동 1313,세종특별자치시 세종특별자치시 세종로 1232
8625,MA010120220813873848,믹스토랑세종나성점,음식,경양식,세종특별자치시 세종특별자치시 나성동 263,세종특별자치시 세종특별자치시 중앙공원서로 10
8626,MA010120220813877950,엠에스케이골프스튜디오,예술·스포츠,골프 연습장,세종특별자치시 세종특별자치시 보람동 751,세종특별자치시 세종특별자치시 호려울로 51
8627,MA010120220813878056,파리바게뜨세종,음식,빵/도넛,세종특별자치시 세종특별자치시 고운동 1400,세종특별자치시 세종특별자치시 마음로 181
8628,MA010120220813866766,모심SLOWFOOD,음식,백반/한정식,세종특별자치시 세종특별자치시 도담동 853,세종특별자치시 세종특별자치시 보듬4로 20
8629,MA010120220813859125,로이나세종,소매,시계/귀금속 소매업,세종특별자치시 세종특별자치시 나성동 809,세종특별자치시 세종특별자치시 나성북로 30
8630,MA010120220813867864,금강낚시,소매,장난감 소매업,세종특별자치시 세종특별자치시 장군면 봉안리 194-5,세종특별자치시 세종특별자치시 장군면 장척로 585-20
8631,MA010120220813859898,씨유세종홍익대,소매,편의점,세종특별자치시 세종특별자치시 조치원읍 신안리 141-9,세종특별자치시 세종특별자치시 조치원읍 토골고개길 13
8632,MA010120220813860134,문화창작소숨,시설관리·임대,전시/컨벤션/행사 대행 서비스업,세종특별자치시 세종특별자치시 보람동 743,세종특별자치시 세종특별자치시 한누리대로 2135
8633,MA010120220813868312,아름다움을채우다,수리·개인,피부 관리실,세종특별자치시 세종특별자치시 고운동 1718,세종특별자치시 세종특별자치시 마음로 78
8634,MA010120220813880636,한솔약국,소매,약국,세종특별자치시 세종특별자치시 한솔동 970,세종특별자치시 세종특별자치시 누리로 106
8635,MA010120220813872678,날개부동산공인중개사사무소,부동산,부동산 중개/대리업,세종특별자치시 세종특별자치시 대평동 677,세종특별자치시 세종특별자치시 대평로 75
8636,MA010120220813864871,풍성한밥상,음식,백반/한정식,세종특별자치시 세종특별자치시 조치원읍 교리 25-14,세종특별자치시 세종특별자치시 조치원읍 새내11길 8
8637,MA010120220813873301,호미빙,음식,카페,세종특별자치시 세종특별자치시 조치원읍 서창리 188-21,세종특별자치시 세종특별자치시 조치원읍 내창3길 24
8638,MA010120220813865422,오아시스,소매,기타 의류 소매업,세종특별자치시 세종특별자치시 종촌동 672,세종특별자치시 세종특별자치시 도움1로 106
8639,MA010120220813861464,코리아세븐롯데세종엘,소매,편의점,세종특별자치시 세종특별자치시 어진동 669,세종특별자치시 세종특별자치시 갈매로 363
8640,MA010120220813857450,열린공간건축사사무소,과학·기술,건축 설계 및 관련 서비스업,세종특별자치시 세종특별자치시 조치원읍 죽림리 153-2,세종특별자치시 세종특별자치시 조치원읍 죽림로 23-1
8641,MA010120220813869839,메덱스중부,수리·개인,세탁소,세종특별자치시 세종특별자치시 연서면 봉암리 702-3,세종특별자치시 세종특별자치시 연서면 세종로 1869
8642,MA010120220813833279,제이갤러리,소매,예술품 소매업,세종특별자치시 세종특별자치시 연서면 고복리 469-8,세종특별자치시 세종특별자치시 연서면 복골길 16
8643,MA010120220813829408,씨앤씨치킨,음식,치킨,세종특별자치시 세종특별자치시 금남면 용포리 122-3,세종특별자치시 세종특별자치시 금남면 용포2길 72
8644,MA010120220813825928,기장꼼장어,음식,횟집,세종특별자치시 세종특별자치시 도담동 670,세종특별자치시 세종특별자치시 보듬3로 8-13
8645,MA010120220813825875,수정식당,음식,백반/한정식,세종특별자치시 세종특별자치시 연서면 봉암리 201-1,세종특별자치시 세종특별자치시 연서면 당산로 336
8646,MA010120220813826369,미요가필라테스,교육,요가/필라테스 학원,세종특별자치시 세종특별자치시 새롬동 579,세종특별자치시 세종특별자치시 새롬중앙로 62-15
8647,MA010120220813835630,갈비가,음식,돼지고기 구이/찜,세종특별자치시 세종특별자치시 보람동 712,세종특별자치시 세종특별자치시 시청대로 219
8648,MA010120220813856422,애니퀵,음식,요리 주점,세종특별자치시 세종특별자치시 나성동 798,세종특별자치시 세종특별자치시 나성북로 9
8649,MA010120220813831939,유투엠소담학원,교육,입시·교과학원,세종특별자치시 세종특별자치시 소담동 540,세종특별자치시 세종특별자치시 한누리대로 2012
8650,MA010120220813827867,이리도담갈비,음식,돼지고기 구이/찜,세종특별자치시 세종특별자치시 도담동 579,세종특별자치시 세종특별자치시 보듬8로 31
8651,MA010120220813827954,이리추어탕,음식,국/탕/찌개류,세종특별자치시 세종특별자치시 도담동 579,세종특별자치시 세종특별자치시 보듬8로 31
8652,MA010120220813832223,트윈봇마크투,과학·기술,시각 디자인업,세종특별자치시 세종특별자치시 어진동 686,세종특별자치시 세종특별자치시 한누리대로 350
8653,MA010120220813840563,수인세무회계,과학·기술,공인회계사,세종특별자치시 세종특별자치시 나성동 811,세종특별자치시 세종특별자치시 나성로 96
8654,MA010120220813812600,세화파마,시설관리·임대,포장/충전업,세종특별자치시 세종특별자치시 전의면 신정리 618-3,세종특별자치시 세종특별자치시 전의면 산단길 245
8655,MA010120220813821390,백년가방,소매,가방 소매업,세종특별자치시 세종특별자치시 나성동 747,세종특별자치시 세종특별자치시 한누리대로 245
8656,MA010120220813813037,쎈시티브케이,수리·개인,자동차 정비소,세종특별자치시 세종특별자치시 금남면 두만리 537-6,세종특별자치시 세종특별자치시 금남면 안금로 351-50
8657,MA010120220813825548,오디아,과학·기술,시각 디자인업,세종특별자치시 세종특별자치시 소담동 525,세종특별자치시 세종특별자치시 한누리대로 1962
8658,MA010120220813813305,커넥츠프랩수능관독학수능재수학원,교육,입시·교과학원,세종특별자치시 세종특별자치시 나성동 740,세종특별자치시 세종특별자치시 한누리대로 275
8659,MA010120220813809598,바다이야기,음식,횟집,세종특별자치시 세종특별자치시 조치원읍 침산리 259-13,세종특별자치시 세종특별자치시 조치원읍 행복12길 9-10
8660,MA010120220813819290,태극당호두과자,음식,빵/도넛,세종특별자치시 세종특별자치시 소정면 운당리 132-10,세종특별자치시 세종특별자치시 소정면 도래말길 4
8661,MA010120220813823429,"중국,동남아식품",소매,슈퍼마켓,세종특별자치시 세종특별자치시 장군면 봉안리 322-3,세종특별자치시 세종특별자치시 장군면 봉안산소골길 17
